Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area,Weeks Avg
2018,Ni no Kuni II: Revenant Kingdom,PS4,41,122079,122079,Japan,2977.53658536585
2015,Pro Baseball Spirits 2015,PSV,41,120716,120716,Japan,2944.29268292683
2012,Naruto Shippuden: Ultimate Ninja STORM Generations,PS3,45,131902,131902,Japan,2931.15555555556
2011,Kenka Banchou 5: Otoko no Housoku,PSP,49,142442,142442,Japan,2906.97959183673
2017,Crash Bandicoot N. Sane Trilogy,PS4,22,63850,63850,Japan,2902.27272727273
2012,Binary Domain,PS3,46,132592,132592,Japan,2882.4347826087
2010,Resident Evil: The Darkside Chronicles,Wii,51,146881,146881,Japan,2880.01960784314
2018,Great Detective Pikachu,3DS,41,117778,117778,Japan,2872.63414634146
2012,Tales of the Heroes: Twin Brave,PSP,45,128943,128943,Japan,2865.4
2010,Hot Shots Tennis: Get a Grip,PSP,45,128274,128274,Japan,2850.53333333333
2013,Fate/Extra CCC,PSP,41,116832,116832,Japan,2849.56097560976
2014,Soul Sacrifice Delta,PSV,39,111077,111077,Japan,2848.12820512821
2013,One Piece: Pirate Warriors 2,PSV,42,119451,119451,Japan,2844.07142857143
2014,Diablo III,PS3,48,134812,134812,Japan,2808.58333333333
2016,Tom Clancy's Rainbow Six: Siege,PS4,56,114994,157033,Japan,2804.16071428571
2018,Pro Evolution Soccer 2018,PS4,68,55194,190059,Japan,2794.98529411765
2012,Puella Magi Madoka Magica Portable,PSP,42,117186,117186,Japan,2790.14285714286
2017,Sumikko Gurashi: Mura o Tsukurundesu,3DS,76,72987,211409,Japan,2781.69736842105
2018,Dragon Ball: Xenoverse 2,NS,69,94433,191604,Japan,2776.86956521739
2014,Battlefield 4,PS4,45,124640,124640,Japan,2769.77777777778
2016,Hatsune Miku: Project Diva X,PSV,41,113283,113283,Japan,2763
2015,One Piece: Kaizoku Musou 3,PSV,41,112704,112704,Japan,2748.87804878049
2012,Suikoden: Tsumugareshi Hyakunen no Toki,PSP,47,129010,129010,Japan,2744.89361702128
2014,Donkey Kong Country: Tropical Freeze,WiiU,46,126016,126016,Japan,2739.47826086957
2016,MineCraft,PS4,57,124890,155803,Japan,2733.38596491228
2018,Sword Art Online: Fatal Bullet,PS4,47,127877,127877,Japan,2720.78723404255
2017,Super Robot Wars V,PSV,45,122026,122026,Japan,2711.68888888889
2016,Dragon Quest Builders: Revive Alefgard,PS3,49,132660,132660,Japan,2707.34693877551
2015,Xenoblade Chronicles,3DS,40,106733,106733,Japan,2668.325
2015,Dragon Ball: Xenoverse,PS3,48,127795,127795,Japan,2662.39583333333
2016,Yakuza Kiwami,PS3,50,131492,131492,Japan,2629.84
2015,Dragon Quest X: Mezameshi Itsutsu no Shuzoku Online,WiiU,145,157773,380962,Japan,2627.32413793103
2015,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,43,112787,112787,Japan,2622.95348837209
2017,New Danganronpa V3: Minna no Koroshiai Shin Gakki,PSV,51,133353,133353,Japan,2614.76470588235
2013,Uta no * Prince-Sama: All Star,PSP,44,114606,114606,Japan,2604.68181818182
2010,Ar tonelico Qoga: Knell of Ar Ciel,PS3,49,127453,127453,Japan,2601.08163265306
2016,Digimon World: Next Order,PSV,42,108992,108992,Japan,2595.04761904762
2013,Phantasy Star Online 2,PSV,45,116263,116263,Japan,2583.62222222222
2016,Attack on Titan (KOEI),PS4,46,118671,118671,Japan,2579.80434782609
2015,Etrian Odyssey x Mystery Dungeon,3DS,44,112466,112466,Japan,2556.04545454545
2017,MineCraft,PS4,109,120808,276611,Japan,2537.71559633028
2017,Gravity Rush 2,PS4,50,126046,126046,Japan,2520.92
2018,Yakuza 3,PS4,21,52466,52466,Japan,2498.38095238095
2016,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,48,119576,119576,Japan,2491.16666666667
2014,Sengoku Musou 4,PSV,41,102017,102017,Japan,2488.21951219512
2018,Kingdom Hearts 1.5 + 2.5 Remix,PS4,95,86989,232701,Japan,2449.48421052632
2016,Gundam Breaker 3,PS4,44,106890,106890,Japan,2429.31818181818
2017,Jikkyou Powerful Pro Baseball Heroes,3DS,55,66416,133551,Japan,2428.2
2018,Dragon Ball Fighter Z,PS4,48,116461,116461,Japan,2426.27083333333
2016,Hyrule Warriors,3DS,50,120191,120191,Japan,2403.82
2016,Disney Art Academy,3DS,39,93290,93290,Japan,2392.05128205128
2014,Hatsune Miku: Project Diva F 2nd,PS3,40,94896,94896,Japan,2372.4
2012,Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,51,120247,120247,Japan,2357.78431372549
2017,Tom Clancy's Rainbow Six: Siege,PS4,108,93398,250431,Japan,2318.80555555556
2014,Puyo Puyo Tetris,3DS,47,108535,108535,Japan,2309.25531914894
2017,Seiken Densetsu Collection,NS,31,71263,71263,Japan,2298.8064516129
2018,Tom Clancy's Rainbow Six: Siege,PS4,160,111582,362013,Japan,2262.58125
2017,Ys VIII: Lacrimosa of Dana,PS4,32,71888,71888,Japan,2246.5
2016,The Legend of Zelda: Twilight Princess HD,WiiU,43,96426,96426,Japan,2242.46511627907
2017,The Alliance Alive,3DS,28,62430,62430,Japan,2229.64285714286
2015,Kirby and the Rainbow Curse,WiiU,50,109942,109942,Japan,2198.84
2015,Sword Art Online: Lost Song,PS3,41,89897,89897,Japan,2192.60975609756
2018,MineCraft,PS4,161,76094,352705,Japan,2190.71428571429
2015,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,40,87395,87395,Japan,2184.875
2015,One Piece: Kaizoku Musou 3,PS4,41,89282,89282,Japan,2177.60975609756
2014,FIFA 14,PS4,45,97346,97346,Japan,2163.24444444444
2015,Resident Evil: Revelations 2,PS4,42,90270,90270,Japan,2149.28571428571
2015,Samurai Warriors 4-II,PS3,47,99178,99178,Japan,2110.17021276596
2015,Dragon Ball: Xenoverse,PS4,48,99875,99875,Japan,2080.72916666667
2018,Fate/Extella Link,PSV,30,61971,61971,Japan,2065.7
2018,Nintendo Labo: Toy-Con 02 Robot Kit,NS,37,75867,75867,Japan,2050.45945945946
2015,Dying Light,PS4,38,77523,77523,Japan,2040.07894736842
2016,Street Fighter V,PS4,46,92862,92862,Japan,2018.73913043478
2015,Senran Kagura: Estival Versus,PSV,41,82599,82599,Japan,2014.60975609756
2014,Kuroko's Basketball: Miracle Game,3DS,45,90544,90544,Japan,2012.08888888889
2018,FIFA 18,NS,66,71769,131387,Japan,1990.71212121212
2017,Ultra Street Fighter II: The Final Challengers,NS,32,62732,62732,Japan,1960.375
2018,Super Bomberman R,NS,96,52447,187081,Japan,1948.76041666667
2016,Odin Sphere: Leifthrasir,PSV,51,98468,98468,Japan,1930.74509803922
2018,Valkyria Chronicles 4,PS4,41,78510,78510,Japan,1914.87804878049
2015,The Legend of Legacy,3DS,50,95150,95150,Japan,1903
2018,Attack on Titan 2,NS,42,79671,79671,Japan,1896.92857142857
2014,Street Fighter IV,PS3,307,83555,570150,Japan,1857.1661237785
2018,Super Robot Wars X,PSV,40,73169,73169,Japan,1829.225
2015,Far Cry 4,PS4,49,89248,89248,Japan,1821.38775510204
2015,Shin Megami Tensei: Devil Survivor 2: Record Breaker,3DS,49,89233,89233,Japan,1821.08163265306
2017,Dragon Quest Heroes I & II for Nintendo Switch,NS,44,78269,78269,Japan,1778.84090909091
2018,Sumikko Gurashi: Sumikko Park e Youkoso,NS,56,64066,98498,Japan,1758.89285714286
2015,God Eater 2: Rage Burst,PS4,46,80529,80529,Japan,1750.63043478261
2018,Hyrule Warriors,NS,41,71122,71122,Japan,1734.68292682927
2017,Senran Kagura: Peach Beach Splash,PS4,42,72440,72440,Japan,1724.7619047619
2018,Dragon Quest Builders: Revive Alefgard,NS,44,73347,73347,Japan,1666.97727272727
2017,For Honor,PS4,46,74731,74731,Japan,1624.58695652174
2017,Musou Stars,PS4,40,64830,64830,Japan,1620.75
2017,Accel World vs. Sword Art Online: Millennium Twilight,PSV,42,67717,67717,Japan,1612.30952380952
2017,Yonmegami Online: Cyber Dimension Neptune,PS4,47,72977,72977,Japan,1552.70212765957
2017,Puyo Puyo Tetris,NS,44,65897,65897,Japan,1497.65909090909
2018,Attack on Titan 2,PS4,42,61279,61279,Japan,1459.02380952381
2018,Bayonetta 2,NS,46,67077,67077,Japan,1458.19565217391
2017,New Danganronpa V3: Minna no Koroshiai Shin Gakki,PS4,51,73155,73155,Japan,1434.41176470588
2018,Girls und Panzer: Dream Tank Match,PS4,45,63661,63661,Japan,1414.68888888889
2017,Valkyria: Azure Revolution,PS4,50,67269,67269,Japan,1345.38
2018,The Elder Scrolls V: Skyrim,NS,48,58889,58889,Japan,1226.85416666667
2018,Metal Gear Survive,PS4,45,54204,54204,Japan,1204.53333333333
2018,Secret of Mana,PS4,46,53455,53455,Japan,1162.0652173913
2018,Gintama Ranbu,PS4,50,56762,56762,Japan,1135.24
2018,"Snipperclips: Cut It Out, Together!",NS,96,66192,99683,Japan,1038.36458333333
2015,Hatsune Miku: Project Mirai 2,3DS,87,80359,80359,Japan,923.666666666667
2014,BioHazard Director's Cut,PS3,423,88596,88596,Japan,209.446808510638
