Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area,Weeks Avg
2018,Super Robot Wars X,PSV,40,73169,73169,Japan,1829.225
2015,Far Cry 4,PS4,49,89248,89248,Japan,1821.38775510204
2015,Shin Megami Tensei: Devil Survivor 2: Record Breaker,3DS,49,89233,89233,Japan,1821.08163265306
2017,Dragon Quest Heroes I & II for Nintendo Switch,NS,44,78269,78269,Japan,1778.84090909091
2015,God Eater 2: Rage Burst,PS4,46,80529,80529,Japan,1750.63043478261
2018,Hyrule Warriors,NS,41,71122,71122,Japan,1734.68292682927
2017,Senran Kagura: Peach Beach Splash,PS4,42,72440,72440,Japan,1724.7619047619
2018,Dragon Quest Builders: Revive Alefgard,NS,44,73347,73347,Japan,1666.97727272727
2017,For Honor,PS4,46,74731,74731,Japan,1624.58695652174
2017,Musou Stars,PS4,40,64830,64830,Japan,1620.75
2017,Accel World vs. Sword Art Online: Millennium Twilight,PSV,42,67717,67717,Japan,1612.30952380952
2017,Yonmegami Online: Cyber Dimension Neptune,PS4,47,72977,72977,Japan,1552.70212765957
2017,Puyo Puyo Tetris,NS,44,65897,65897,Japan,1497.65909090909
2018,Attack on Titan 2,PS4,42,61279,61279,Japan,1459.02380952381
2018,Bayonetta 2,NS,46,67077,67077,Japan,1458.19565217391
2017,New Danganronpa V3: Minna no Koroshiai Shin Gakki,PS4,51,73155,73155,Japan,1434.41176470588
2018,Girls und Panzer: Dream Tank Match,PS4,45,63661,63661,Japan,1414.68888888889
2017,Valkyria: Azure Revolution,PS4,50,67269,67269,Japan,1345.38
2018,The Elder Scrolls V: Skyrim,NS,48,58889,58889,Japan,1226.85416666667
2018,Metal Gear Survive,PS4,45,54204,54204,Japan,1204.53333333333
2018,Secret of Mana,PS4,46,53455,53455,Japan,1162.0652173913
2018,Gintama Ranbu,PS4,50,56762,56762,Japan,1135.24
